date,state_name,state_fips_code,confirmed_cases,deaths
2020-04-09,Alaska,2,233,5
2020-04-10,Alaska,2,244,5
2020-04-11,Alaska,2,255,6
2020-04-12,Alaska,2,270,6
2020-04-13,Alaska,2,275,6
2020-04-14,Alaska,2,283,7
2020-04-15,Alaska,2,291,7
2020-04-16,Alaska,2,298,7
2020-04-17,Alaska,2,307,7
2020-04-18,Alaska,2,312,7
2020-04-19,Alaska,2,317,7
2020-04-20,Alaska,2,319,7
2020-04-21,Alaska,2,327,7
2020-04-22,Alaska,2,333,7
2020-04-23,Alaska,2,335,7
2020-04-24,Alaska,2,337,7
2020-04-25,Alaska,2,337,7
2020-04-26,Alaska,2,339,7
2020-04-27,Alaska,2,343,7
2020-04-28,Alaska,2,349,7
2020-04-29,Alaska,2,353,7
2020-04-30,Alaska,2,353,7
2020-05-01,Alaska,2,362,7
2020-05-02,Alaska,2,363,7
2020-05-03,Alaska,2,366,7
2020-05-04,Alaska,2,368,7
2020-05-05,Alaska,2,369,7
2020-05-06,Alaska,2,370,8
2020-05-07,Alaska,2,373,8
2020-05-08,Alaska,2,376,8
2020-05-09,Alaska,2,377,8
2020-05-10,Alaska,2,378,8
2020-05-11,Alaska,2,380,8
2020-05-12,Alaska,2,383,8
2020-05-13,Alaska,2,383,8
2020-05-14,Alaska,2,387,8
2020-05-15,Alaska,2,388,8
2020-05-16,Alaska,2,392,8
2020-05-17,Alaska,2,396,8
2020-05-18,Alaska,2,399,8
2020-05-19,Alaska,2,399,8
2020-05-20,Alaska,2,402,8
2020-05-21,Alaska,2,402,8
2020-05-22,Alaska,2,404,8
2020-05-23,Alaska,2,409,8
2020-05-24,Alaska,2,409,8
2020-05-25,Alaska,2,412,8
2020-05-26,Alaska,2,416,8
2020-05-27,Alaska,2,417,8
2020-05-28,Alaska,2,430,8
2020-05-29,Alaska,2,436,8
2020-05-30,Alaska,2,441,8
2020-05-31,Alaska,2,469,8
2020-06-01,Alaska,2,476,8
2020-06-02,Alaska,2,497,8
2020-06-03,Alaska,2,516,8
2020-06-04,Alaska,2,542,8
2020-06-05,Alaska,2,565,8
2020-06-06,Alaska,2,579,8
2020-06-07,Alaska,2,588,8
2020-06-08,Alaska,2,607,8
2020-06-09,Alaska,2,620,9
2020-06-10,Alaska,2,642,9
2020-06-11,Alaska,2,666,9
2020-06-12,Alaska,2,688,10
2020-06-13,Alaska,2,722,10
2020-06-14,Alaska,2,734,10
2020-06-15,Alaska,2,738,10
2020-06-16,Alaska,2,751,10
2020-06-17,Alaska,2,776,10
2020-06-18,Alaska,2,795,10
2020-06-19,Alaska,2,821,10
2020-03-06,Hawaii,15,1,0
2020-03-07,Hawaii,15,1,0
2020-03-08,Hawaii,15,2,0
2020-03-09,Hawaii,15,2,0
2020-03-10,Hawaii,15,2,0
2020-03-11,Hawaii,15,2,0
2020-03-12,Hawaii,15,2,0
2020-03-13,Hawaii,15,2,0
2020-03-14,Hawaii,15,4,0
2020-03-15,Hawaii,15,7,0
2020-03-16,Hawaii,15,10,0
2020-03-17,Hawaii,15,14,0
2020-03-18,Hawaii,15,16,0
2020-03-19,Hawaii,15,26,0
2020-03-20,Hawaii,15,37,0
2020-03-21,Hawaii,15,48,0
2020-03-22,Hawaii,15,56,0
2020-03-23,Hawaii,15,77,0
2020-03-24,Hawaii,15,90,0
2020-03-25,Hawaii,15,95,0
2020-03-26,Hawaii,15,106,0
2020-03-27,Hawaii,15,120,0
2020-03-28,Hawaii,15,151,0
2020-03-29,Hawaii,15,175,0
2020-03-30,Hawaii,15,204,0
2020-03-31,Hawaii,15,224,1
2020-04-01,Hawaii,15,258,1
2020-04-02,Hawaii,15,283,2
2020-04-03,Hawaii,15,317,3
2020-04-04,Hawaii,15,349,3
2020-04-05,Hawaii,15,369,4
2020-04-06,Hawaii,15,385,5
2020-04-07,Hawaii,15,408,5
2020-04-08,Hawaii,15,433,5
2020-04-09,Hawaii,15,440,6
2020-04-10,Hawaii,15,463,8
2020-04-11,Hawaii,15,484,8
2020-04-12,Hawaii,15,497,9
2020-04-13,Hawaii,15,502,9
2020-04-14,Hawaii,15,511,9
2020-04-15,Hawaii,15,524,9
2020-04-16,Hawaii,15,535,9
2020-04-17,Hawaii,15,547,9
2020-04-18,Hawaii,15,568,9
2020-04-19,Hawaii,15,574,10
2020-04-20,Hawaii,15,578,10
2020-04-21,Hawaii,15,580,12
2020-04-22,Hawaii,15,586,12
2020-04-23,Hawaii,15,590,12
2020-04-24,Hawaii,15,595,13
2020-04-25,Hawaii,15,597,14
2020-04-26,Hawaii,15,599,14
2020-04-27,Hawaii,15,600,16
2020-04-28,Hawaii,15,602,16
2020-04-29,Hawaii,15,605,16
2020-04-30,Hawaii,15,609,16
2020-05-01,Hawaii,15,610,16
2020-05-02,Hawaii,15,611,16
2020-05-03,Hawaii,15,611,17
2020-05-04,Hawaii,15,612,17
2020-05-05,Hawaii,15,615,17
2020-05-06,Hawaii,15,616,17
2020-05-07,Hawaii,15,619,17
2020-05-08,Hawaii,15,619,17
2020-05-09,Hawaii,15,620,17
2020-05-10,Hawaii,15,621,17
2020-05-11,Hawaii,15,623,17
2020-05-12,Hawaii,15,624,17
2020-05-13,Hawaii,15,627,17
2020-05-14,Hawaii,15,627,17
2020-05-15,Hawaii,15,628,17
2020-05-16,Hawaii,15,629,17
2020-05-17,Hawaii,15,630,17
2020-05-18,Hawaii,15,630,17
2020-05-19,Hawaii,15,631,17
2020-05-20,Hawaii,15,633,17
2020-05-21,Hawaii,15,637,17
2020-05-22,Hawaii,15,632,17
2020-05-23,Hawaii,15,633,17
2020-05-24,Hawaii,15,633,17
2020-05-25,Hawaii,15,633,17
2020-05-26,Hawaii,15,633,17
2020-05-27,Hawaii,15,634,17
2020-05-28,Hawaii,15,637,17
2020-05-29,Hawaii,15,639,17
2020-05-30,Hawaii,15,641,17
2020-05-31,Hawaii,15,642,17
2020-06-01,Hawaii,15,642,17
2020-06-02,Hawaii,15,643,17
2020-06-03,Hawaii,15,643,17
2020-06-04,Hawaii,15,644,17
2020-06-05,Hawaii,15,653,17
2020-06-06,Hawaii,15,661,17
2020-06-07,Hawaii,15,663,17
2020-06-08,Hawaii,15,664,17
2020-06-09,Hawaii,15,670,17
2020-06-10,Hawaii,15,673,17
2020-06-11,Hawaii,15,680,17
2020-06-12,Hawaii,15,694,17
2020-06-13,Hawaii,15,711,17
2020-06-14,Hawaii,15,716,17
2020-06-15,Hawaii,15,724,17
2020-06-16,Hawaii,15,728,17
2020-06-17,Hawaii,15,732,17
2020-06-18,Hawaii,15,750,17
2020-06-19,Hawaii,15,777,17
2020-03-07,Kansas,20,1,0
2020-03-08,Kansas,20,1,0
2020-03-09,Kansas,20,1,0
2020-03-10,Kansas,20,1,0
2020-03-11,Kansas,20,1,0
2020-03-12,Kansas,20,5,1
2020-03-13,Kansas,20,6,1
2020-03-14,Kansas,20,8,1
2020-03-15,Kansas,20,9,1
2020-03-16,Kansas,20,11,1
2020-03-17,Kansas,20,17,1
2020-03-18,Kansas,20,22,1
2020-03-19,Kansas,20,35,1
2020-03-20,Kansas,20,49,1
2020-03-21,Kansas,20,57,2
2020-03-22,Kansas,20,66,2
2020-03-23,Kansas,20,82,2
2020-03-24,Kansas,20,99,3
2020-03-25,Kansas,20,132,3
2020-03-26,Kansas,20,171,3
2020-03-27,Kansas,20,212,4
2020-03-28,Kansas,20,271,6
2020-03-29,Kansas,20,332,7
2020-03-30,Kansas,20,373,9
2020-03-31,Kansas,20,434,10
2020-04-01,Kansas,20,488,11
2020-04-02,Kansas,20,554,14
2020-04-03,Kansas,20,624,19
2020-04-04,Kansas,20,702,21
2020-04-05,Kansas,20,767,23
2020-04-06,Kansas,20,854,25
2020-04-07,Kansas,20,905,30
2020-04-08,Kansas,20,1055,38
2020-04-09,Kansas,20,1116,42
2020-04-10,Kansas,20,1180,50
2020-04-11,Kansas,20,1282,55
2020-04-12,Kansas,20,1337,56
2020-04-13,Kansas,20,1382,63
2020-04-14,Kansas,20,1438,69
2020-04-15,Kansas,20,1501,76
2020-04-16,Kansas,20,1593,80
2020-04-17,Kansas,20,1730,84
2020-04-18,Kansas,20,1818,86
2020-04-19,Kansas,20,1896,94
2020-04-20,Kansas,20,2029,101
2020-04-21,Kansas,20,2113,107
